日期：年,月,日,时,分,秒,维度（单位：度）,南北维,经度（单位：度）,东西经,地面速率（单位：节）,航向（单位：度）,海拔（单位：米）,卫星数量（单位：个）
2017,05,10,01,41,01,4048.219,N,11141.454,E,004.5,175.7,1058,10
2017,05,10,01,41,02,4048.218,N,11141.454,E,003.6,186.3,1058,10
2017,05,10,01,41,03,4048.217,N,11141.454,E,003.1,201.9,1057,10
2017,05,10,01,41,04,4048.216,N,11141.453,E,003.4,220.2,1057,10
2017,05,10,01,41,05,4048.215,N,11141.452,E,003.0,219.9,1056,10
2017,05,10,01,41,06,4048.214,N,11141.451,E,003.5,221.4,1056,10
2017,05,10,01,41,07,4048.214,N,11141.450,E,004.1,224.2,1055,10
2017,05,10,01,41,08,4048.213,N,11141.449,E,004.4,226.4,1055,10
2017,05,10,01,41,09,4048.213,N,11141.447,E,004.6,228.9,1055,10
2017,05,10,01,41,10,4048.212,N,11141.445,E,004.3,256.4,1054,10
2017,05,10,01,41,11,4048.212,N,11141.444,E,004.2,255.0,1054,10
2017,05,10,01,41,12,4048.211,N,11141.442,E,003.0,254.4,1054,10
2017,05,10,01,41,13,4048.211,N,11141.442,E,000.1,254.4,1053,10
2017,05,10,01,41,15,4048.211,N,11141.441,E,000.0,254.4,1054,10
2017,05,10,01,41,15,4048.211,N,11141.441,E,000.0,254.4,1054,10
2017,05,10,01,41,16,4048.211,N,11141.441,E,000.0,254.3,1054,10
2017,05,10,01,41,17,4048.211,N,11141.441,E,000.0,254.4,1054,10
2017,05,10,01,41,18,4048.211,N,11141.441,E,000.0,254.4,1054,10
2017,05,10,01,41,19,4048.211,N,11141.441,E,000.1,254.4,1054,10
2017,05,10,01,41,20,4048.210,N,11141.440,E,000.3,254.4,1054,10
2017,05,10,01,41,21,4048.211,N,11141.438,E,008.0,281.9,1054,10
2017,05,10,01,41,23,4048.212,N,11141.430,E,010.6,281.8,1053,10
2017,05,10,01,41,24,4048.212,N,11141.425,E,010.3,271.1,1053,09
2017,05,10,01,41,24,4048.212,N,11141.425,E,010.3,271.1,1053,10
2017,05,10,01,41,25,4048.212,N,11141.421,E,010.3,256.0,1053,10
2017,05,10,01,41,26,4048.211,N,11141.417,E,009.7,243.6,1053,10
2017,05,10,01,41,27,4048.210,N,11141.414,E,008.9,232.4,1052,10
2017,05,10,01,41,28,4048.208,N,11141.412,E,007.5,222.3,1052,10
2017,05,10,01,41,29,4048.207,N,11141.410,E,006.7,210.5,1052,10
2017,05,10,01,41,30,4048.205,N,11141.409,E,006.3,196.5,1053,10
2017,05,10,01,41,31,4048.203,N,11141.408,E,005.6,176.7,1053,10
2017,05,10,01,41,32,4048.201,N,11141.409,E,006.2,170.5,1052,10
2017,05,10,01,41,33,4048.199,N,11141.409,E,007.8,168.3,1052,10
2017,05,10,01,41,34,4048.197,N,11141.410,E,009.1,168.0,1052,10
2017,05,10,01,41,35,4048.195,N,11141.411,E,010.5,167.2,1051,10
2017,05,10,01,41,36,4048.192,N,11141.412,E,010.8,164.9,1051,10
2017,05,10,01,41,37,4048.189,N,11141.413,E,010.6,162.1,1051,10
2017,05,10,01,41,38,4048.186,N,11141.414,E,010.5,163.2,1051,10
2017,05,10,01,41,40,4048.180,N,11141.417,E,011.8,161.8,1051,10
2017,05,10,01,41,40,4048.180,N,11141.417,E,011.8,161.8,1050,10
2017,05,10,01,41,41,4048.177,N,11141.418,E,012.0,160.1,1050,10
2017,05,10,01,41,42,4048.173,N,11141.420,E,012.6,158.8,1049,10
2017,05,10,01,41,44,4048.166,N,11141.423,E,013.1,158.5,1049,10
2017,05,10,01,41,44,4048.166,N,11141.423,E,013.1,158.5,1049,10
2017,05,10,01,41,45,4048.163,N,11141.425,E,013.1,158.6,1048,10
2017,05,10,01,41,47,4048.156,N,11141.427,E,012.3,166.9,1048,10
2017,05,10,01,41,48,4048.152,N,11141.429,E,013.2,163.4,1047,10
2017,05,10,01,41,48,4048.152,N,11141.429,E,013.2,163.4,1047,10
2017,05,10,01,41,49,4048.149,N,11141.430,E,013.4,162.8,1046,10
2017,05,10,01,41,50,4048.145,N,11141.432,E,013.4,162.1,1046,10
2017,05,10,01,41,51,4048.142,N,11141.433,E,014.2,160.9,1046,10
2017,05,10,01,41,52,4048.138,N,11141.435,E,014.5,160.1,1046,10
2017,05,10,01,41,53,4048.134,N,11141.437,E,013.5,160.2,1045,10
2017,05,10,01,41,54,4048.130,N,11141.438,E,013.0,167.0,1045,10
2017,05,10,01,41,55,4048.126,N,11141.440,E,012.1,166.2,1045,10
2017,05,10,01,41,56,4048.123,N,11141.442,E,012.4,164.3,1045,10
2017,05,10,01,41,57,4048.120,N,11141.443,E,012.2,164.9,1044,10
2017,05,10,01,41,58,4048.117,N,11141.444,E,011.4,163.9,1044,10
2017,05,10,01,41,59,4048.114,N,11141.446,E,011.4,162.8,1044,10
2017,05,10,01,42,00,4048.111,N,11141.447,E,011.4,162.7,1043,10
2017,05,10,01,42,01,4048.108,N,11141.448,E,011.4,162.0,1043,10
2017,05,10,01,42,02,4048.105,N,11141.450,E,011.8,161.3,1043,10
2017,05,10,01,42,03,4048.102,N,11141.451,E,011.8,160.7,1042,09
2017,05,10,01,42,04,4048.098,N,11141.452,E,011.3,161.0,1042,10
2017,05,10,01,42,05,4048.096,N,11141.453,E,010.2,171.4,1042,10
2017,05,10,01,42,06,4048.093,N,11141.453,E,009.4,187.2,1042,10
2017,05,10,01,42,07,4048.091,N,11141.452,E,009.0,199.6,1041,10
2017,05,10,01,42,08,4048.088,N,11141.451,E,008.6,215.7,1041,10
2017,05,10,01,42,09,4048.087,N,11141.449,E,007.8,229.1,1041,10
2017,05,10,01,42,10,4048.086,N,11141.446,E,008.9,243.3,1041,10
2017,05,10,01,42,11,4048.085,N,11141.443,E,009.5,245.2,1042,10
2017,05,10,01,42,13,4048.083,N,11141.436,E,008.2,253.7,1042,10
2017,05,10,01,42,14,4048.082,N,11141.433,E,008.1,252.7,1042,10
2017,05,10,01,42,14,4048.082,N,11141.433,E,008.1,252.7,1041,10
2017,05,10,01,42,15,4048.081,N,11141.431,E,007.7,252.0,1041,10
2017,05,10,01,42,16,4048.081,N,11141.428,E,007.6,248.9,1041,10
2017,05,10,01,42,18,4048.079,N,11141.423,E,007.2,250.0,1041,10
2017,05,10,01,42,18,4048.079,N,11141.423,E,007
